наименование,URL,цена 
,https://www.avito.ru/nizhniy_tagil/telefony/samsung_1806079147?slocation=621540,9 500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a5_1817904529,5 990    руб.,//67.img.avito.st/208x156/6154227767.jpg
,https://www.avito.ru/moskva/telefony/samsung_1817638483?slocation=621540,17 300    руб.,//68.img.avito.st/208x156/6229395468.jpg
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a8_1817570259,10 990    руб.,//22.img.avito.st/208x156/6154270922.jpg
,https://www.avito.ru/kemerovo/telefony/samsung_1826112638,4 990    руб.,//65.img.avito.st/208x156/6230257265.jpg
,https://www.avito.ru/kursk/telefony/samsung_1778892206?slocation=621540,3 300    руб.,//73.img.avito.st/208x156/5933986573.jpg
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s7_edge_1816999014,7 990    руб.,//50.img.avito.st/208x156/6154355450.jpg
,https://www.avito.ru/salavat/telefony/samsung_1527926859?slocation=621540,5 000    руб.,//24.img.avito.st/208x156/5457033724.jpg
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s7_1816991666,6 990    руб.,//41.img.avito.st/208x156/6154345841.jpg
,https://www.avito.ru/cheboksary/telefony/samsung_1555032779,100    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/kazan/telefony/samsung_galaxy_a50a30a10s10s10e_rassrochka_1779441731,8 990    руб.,//14.img.avito.st/208x156/5736536614.jpg
,https://www.avito.ru/mahachkala/telefony/samsung_1807278248?slocation=621540,2 000    руб.,//96.img.avito.st/208x156/6228896296.jpg
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s8_1817135362,16 490    руб.,//25.img.avito.st/208x156/6154365425.jpg
,https://www.avito.ru/vladikavkaz/telefony/samsung_1791784634?slocation=621540,11 500    руб.,//09.img.avito.st/208x156/6229049109.jpg
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s8_1817188364,17 990    руб.,//53.img.avito.st/208x156/6161669953.jpg
,https://www.avito.ru/kazan/telefony/samsung_1072326212?slocation=621540,3 200    руб.,//86.img.avito.st/208x156/5301953386.jpg
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s9_plus_1817270696,25 990    руб.,//47.img.avito.st/208x156/6161672447.jpg
,https://www.avito.ru/moskva/telefony/samsung_1804211520?slocation=621540,3 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/velikiy_novgorod/telefony/samsung_galaxy_s9_1795076295?slocation=621540,30 000    руб.,//64.img.avito.st/208x156/6222055464.jpg
,https://www.avito.ru/lipetsk/telefony/samsung_galaxy_s8_1772340375?slocation=621540,8 990    руб.,//85.img.avito.st/208x156/5830002085.jpg
,https://www.avito.ru/kropotkin/telefony/samsung_1793105095?slocation=621540,10 000    руб.,//19.img.avito.st/208x156/6228565119.jpg
,https://www.avito.ru/kabardino_balkariya_kamenka/telefony/samsung_1804307291,2 500    руб.,//29.img.avito.st/208x156/6228466429.jpg
,https://www.avito.ru/kaliningrad/telefony/samsung_a5_2017_1784009638,13 490    руб.,//74.img.avito.st/208x156/5801558774.jpg
,https://www.avito.ru/krasnodar/telefony/samsung_1805308399,17 990    руб.,//63.img.avito.st/208x156/6071312463.jpg
,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_1810011102?slocation=621540,15 499    руб.,//85.img.avito.st/208x156/6204723685.jpg
,https://www.avito.ru/sankt-peterburg/telefony/samsung_1816902467,5 500    руб.,//22.img.avito.st/208x156/6226894822.jpg
,https://www.avito.ru/gelendzhik/telefony/samsung_1809938325,13 000    руб.,//23.img.avito.st/208x156/6176912023.jpg
,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s8_1818787288,13 990    руб.,//86.img.avito.st/208x156/6177958986.jpg
,https://www.avito.ru/novokuznetsk/telefony/samsung_1810870688,1 000    руб.,//66.img.avito.st/208x156/6227782866.jpg
,https://www.avito.ru/magnitogorsk/telefony/samsung_j3_2017_1797223533?slocation=621540,5 500    руб.,//85.img.avito.st/208x156/6218284485.jpg
,https://www.avito.ru/amurskaya_oblast_blagoveschensk/telefony/samsung_1792204726?slocation=621540,3 000    руб.,//09.img.avito.st/208x156/6231567909.jpg
,https://www.avito.ru/nizhniy_tagil/telefony/samsung_1796808958,500    руб.,//99.img.avito.st/208x156/6227098199.jpg
,https://www.avito.ru/sankt-peterburg/telefony/samsung_s9_1804218235,27 990    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/smolensk/telefony/samsung_1797755301?slocation=621540,21 000    руб.,//76.img.avito.st/208x156/6084413576.jpg
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_j3_1817243807,4 490    руб.,//95.img.avito.st/208x156/6154305195.jpg
,https://www.avito.ru/voronezh/telefony/samsung_a7_1817893858,5 790    руб.,//45.img.avito.st/208x156/6154245645.jpg
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a3_1817585250,4 990    руб.,//99.img.avito.st/208x156/6154192799.jpg
,https://www.avito.ru/nizhniy_tagil/telefony/samsung_1796808958,500    руб.,//99.img.avito.st/208x156/6227098199.jpg
,https://www.avito.ru/smolensk/telefony/samsung_1797755301?slocation=621540,21 000    руб.,//76.img.avito.st/208x156/6084413576.jpg
,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s9_951159767,17 890    руб.,//21.img.avito.st/208x156/5345953821.jpg
,https://www.avito.ru/vladimir/telefony/samsung_1665195122,3 500    руб.,//80.img.avito.st/208x156/5152068180.jpg
,https://www.avito.ru/novosibirsk/bytovaya_tehnika/stiralnaya_mashina_1113927002,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/omsk/bytovaya_tehnika/stiralnaya_mashinka_v_omske_bu_s_garantiey_1344893568,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/novyy_urengoy/telefony/displei_apple_samsung_huawei_1616076994?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/stavropol/telefony/samsung_galaxy_s10s10_pluss10e_1386069211,36 990    руб.,//77.img.avito.st/208x156/5433975077.jpg
,https://www.avito.ru/astrahan/telefony/samsung_1014305202?slocation=621540,1 250    руб.,//92.img.avito.st/208x156/5298529992.jpg
,https://www.avito.ru/kievskiy/telefony/samsung_1544704585,1 000    руб.,//80.img.avito.st/208x156/5318752680.jpg
,https://www.avito.ru/moskva/telefony/samsung_galaxy_a5_2017_32_gb_1769274786,7 379    руб.,//25.img.avito.st/208x156/5959807325.jpg
,https://www.avito.ru/sankt-peterburg/chasy_i_ukrasheniya/xiaomi_mi_band_4_1759707146,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/yoshkar-ola/telefony/smartfon_samsung_a30_1795505556?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/sankt-peterburg/noutbuki/noutbuk_samsung_np350v5c_1792714588?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/yartsevo/telefony/samsung_1777687124?slocation=621540,400    руб.,//13.img.avito.st/208x156/5740188013.jpg
,https://www.avito.ru/perm/telefony/samsung_1800699688?slocation=621540,300    руб.,//22.img.avito.st/208x156/6226431022.jpg
,https://www.avito.ru/krasnodar/telefony/samsung_a10-a20-a30-a40-a50-a70_1258233230,9 000    руб.,//23.img.avito.st/208x156/5762385123.jpg
,https://www.avito.ru/rostov-na-donu/telefony/samsung_1418385796,9 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/simferopol/telefony/samsung_1816439345?slocation=621540,1 500    руб.,//74.img.avito.st/208x156/6231261374.jpg
,https://www.avito.ru/simferopol/telefony/samsung_galaxy_g970_s10e_g973_s10_g975_s10_1566152086,35 000    руб.,//07.img.avito.st/208x156/5300684407.jpg
,https://www.avito.ru/chita/telefony/samsung_1219318109?slocation=621540,200    руб.,//94.img.avito.st/208x156/5438050594.jpg
,https://www.avito.ru/moskva/telefony/samsung_galaxy_s_s9_s8_s7_s6_s5_s4_edgeplus_1777866677,4 699    руб.,//23.img.avito.st/208x156/5896976123.jpg
,https://www.avito.ru/novosibirsk/telefony/samsung_1800905298,2 000    руб.,//06.img.avito.st/208x156/6231251306.jpg
,https://www.avito.ru/moskva/telefony/samsung_1798592230,35 000    руб.,//17.img.avito.st/208x156/6229545717.jpg
,https://www.avito.ru/stavropolskiy_kray_krasnogvardeyskoe/telefony/samsung_1762162160,7 000    руб.,//09.img.avito.st/208x156/5957069509.jpg
,https://www.avito.ru/bryansk/telefony/samsung_1805647741?slocation=621540,1 000    руб.,//66.img.avito.st/208x156/6231092266.jpg
,https://www.avito.ru/voronezh/telefony/samsung_a5_1812243602,5 490    руб.,//48.img.avito.st/208x156/6157411148.jpg
,https://www.avito.ru/petrozavodsk/telefony/samsung_1805705988,2 500    руб.,//62.img.avito.st/208x156/6231060062.jpg
,https://www.avito.ru/chita/telefony/samsung_1593482179?slocation=621540,8 000    руб.,//87.img.avito.st/208x156/5483958487.jpg
,https://www.avito.ru/lipetsk/telefony/samsung_galaxy_s7_edge_1772576394?slocation=621540,7 990    руб.,//52.img.avito.st/208x156/5830300652.jpg
,https://www.avito.ru/novosibirsk/telefony/samsung_1438795631?slocation=621540,4 000    руб.,//35.img.avito.st/208x156/5153632035.jpg
,https://www.avito.ru/cheboksary/telefony/samsung_1826029309?slocation=621540,15 000    руб.,//18.img.avito.st/208x156/6230923618.jpg
,https://www.avito.ru/lipetsk/telefony/samsung_galaxy_a8_1772648965,9 990    руб.,//61.img.avito.st/208x156/5830346961.jpg
,https://www.avito.ru/hurba/telefony/samsung_1478366514,8 000    руб.,//27.img.avito.st/208x156/5459600927.jpg
,https://www.avito.ru/kaluga/telefony/samsung_1801131602?slocation=621540,500    руб.,//33.img.avito.st/208x156/6229350633.jpg
,https://www.avito.ru/murom/telefony/samsung_1366602381?slocation=621540,2 500    руб.,//94.img.avito.st/208x156/4466138994.jpg
,https://www.avito.ru/simferopol/telefony/samsung_galaxy_a10a20a30a50a70a80a9_rst_1657324140,7 650    руб.,//01.img.avito.st/208x156/5848745201.jpg
,https://www.avito.ru/ryazan/telefony/samsung_1804302982?slocation=621540,50 000    руб.,//44.img.avito.st/208x156/6225205044.jpg
,https://www.avito.ru/lipetsk/telefony/samsung_galaxy_s9_1772335451?slocation=621540,21 990    руб.,//23.img.avito.st/208x156/5830148823.jpg
,https://www.avito.ru/bratsk/telefony/samsung_1121579307,7 000    руб.,//81.img.avito.st/208x156/4136199981.jpg
,https://www.avito.ru/kamensk-uralskiy/telefony/samsung_1553189168?slocation=621540,100    руб.,//87.img.avito.st/208x156/5494426487.jpg
,https://www.avito.ru/belgorod/telefony/samsung_galaxy_a5_1795529465?slocation=621540,3 490    руб.,//97.img.avito.st/208x156/6200672697.jpg
,https://www.avito.ru/sankt-peterburg_krasnoye_selo/telefony/samsung_1575388426,250    руб.,//26.img.avito.st/208x156/5085470426.jpg
,https://www.avito.ru/lipetsk/telefony/samsung_galaxy_note_4_1772890701?slocation=621540,6 290    руб.,//09.img.avito.st/208x156/5830367009.jpg
,https://www.avito.ru/ufa/telefony/samsung_1803388629?slocation=621540,1 500    руб.,//40.img.avito.st/208x156/6228901140.jpg
,https://www.avito.ru/ivanovo/telefony/samsung_1818874855,1 000    руб.,//31.img.avito.st/208x156/6088261531.jpg
,https://www.avito.ru/totskoe_vtoroe/telefony/samsung_1820077088,4 000    руб.,//53.img.avito.st/208x156/6226463853.jpg
,https://www.avito.ru/simferopol/telefony/samsung_galaxy_s10s10es10note_9s9s9s8_1377688175,21 500    руб.,//07.img.avito.st/208x156/5325161607.jpg
,https://www.avito.ru/mahachkala/telefony/samsung_1426766127,2 000    руб.,//75.img.avito.st/208x156/4357848575.jpg
,https://www.avito.ru/samara/telefony/samsung_1790097883?slocation=621540,400    руб.,//65.img.avito.st/208x156/6228888165.jpg
,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_a40_1410483051,13 655    руб.,//43.img.avito.st/208x156/6063543343.jpg
,https://www.avito.ru/kislovodsk/telefony/samsung_1181746134,Цена не указана руб.,//89.img.avito.st/208x156/4540124689.jpg
,https://www.avito.ru/izhevsk/telefony/samsung_1303520552,4 900    руб.,//75.img.avito.st/208x156/5521441975.jpg
,https://www.avito.ru/ekaterinburg/telefony/samsung_a50_464_rst_novyy_1763466609?slocation=621540,14 600    руб.,//12.img.avito.st/208x156/5744637312.jpg
,https://www.avito.ru/ufa/telefony/samsung_1804027614?slocation=621540,2 200    руб.,//66.img.avito.st/208x156/6228802566.jpg
,https://www.avito.ru/kamensk-uralskiy/telefony/samsung_1313297993?slocation=621540,600    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a5_1817904529,5 990    руб.,//67.img.avito.st/208x156/6154227767.jpg
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s7_edge_1816999014,7 990    руб.,//50.img.avito.st/208x156/6154355450.jpg
,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s8_1817135362,16 490    руб.,//25.img.avito.st/208x156/6154365425.jpg
,https://www.avito.ru/kamensk-uralskiy/telefony/samsung_1313297993?slocation=621540,600    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_a40_1410483051,13 655    руб.,//43.img.avito.st/208x156/6063543343.jpg
,https://www.avito.ru/irkutsk/telefony/samsung_1814172137?slocation=621540,6 000    руб.,//62.img.avito.st/208x156/6228657162.jpg
,https://www.avito.ru/vladikavkaz/telefony/samsung_1262488057?slocation=621540,8 000    руб.,//75.img.avito.st/208x156/5095596175.jpg
,https://www.avito.ru/tolyatti/telefony/novyy_s10e_6128gb_chek_garantiya_dostavka_1784486990?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/chelyabinsk/predlozheniya_uslug/remont_stiralnyh_mashin_1602223507,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/balashiha/telefony/samsung_galaxy_a30_1794353338?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/groznyy/telefony/samsung_1813191003,8    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/saratov/telefony/samsung_1769646000?slocation=621540,250    руб.,//50.img.avito.st/208x156/5957777350.jpg
,https://www.avito.ru/novorossiysk/telefony/samsung_1563363767,5 500    руб.,//74.img.avito.st/208x156/4994901474.jpg
,https://www.avito.ru/vyborg/telefony/samsung_1803352041?slocation=621540,199    руб.,//75.img.avito.st/208x156/6087719875.jpg
,https://www.avito.ru/moskva/tovary_dlya_kompyutera/ssd_3.2tb_samsung_pm1725_pci-e_3.0_x8_nvme_29pbw_1772445851,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/orenburg/tovary_dlya_kompyutera/zaryadnoe_ustroystvo_dlya_noutbuka_560015384,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/novorossiysk/predlozheniya_uslug/remont_holodilnikov_1818732953,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s3s4s5_1779740242,3 500    руб.,//32.img.avito.st/208x156/5931855832.jpg
,https://www.avito.ru/moskva/telefony/samsung_1779476640,Цена не указана руб.,//42.img.avito.st/208x156/5738066142.jpg
,https://www.avito.ru/kemerovo/telefony/samsung_1814310649?slocation=621540,8 000    руб.,//09.img.avito.st/208x156/6230302909.jpg
,https://www.avito.ru/lyubertsy/telefony/samsung_1821559171?slocation=621540,4 000    руб.,//66.img.avito.st/208x156/6016941266.jpg
,https://www.avito.ru/moskva/telefony/samsung_galaxy_s_1136322679,3 590    руб.,//46.img.avito.st/208x156/5551686046.jpg
,https://www.avito.ru/rostov-na-donu/planshety_i_elektronnye_knigi/samsung_1804492227,5 900    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
,https://www.avito.ru/kstovo/telefony/samsung_910094601,500    руб.,//65.img.avito.st/208x156/3307911165.jpg
,https://www.avito.ru/voronezh/telefony/samsung_1398234682?slocation=621540,6 000    руб.,//49.img.avito.st/208x156/5003480749.jpg
,https://www.avito.ru/ekaterinburg/telefony/samsung_1791208640?slocation=621540,2 400    руб.,//85.img.avito.st/208x156/6230199785.jpg
,https://www.avito.ru/groznyy/telefony/samsung_1791568230,Цена не указана руб.,//98.img.avito.st/208x156/6227995598.jpg
,https://www.avito.ru/sankt-peterburg/telefony/samsung_1409335321,1 000    руб.,//35.img.avito.st/208x156/5286391735.jpg
,https://www.avito.ru/sterlitamak/telefony/samsung_1813002792?slocation=621540,7 000    руб.,//79.img.avito.st/208x156/6223863679.jpg
,https://www.avito.ru/tuymazy/telefony/samsung_1791169841?slocation=621540,3 200    руб.,//46.img.avito.st/208x156/6228020646.jpg
,https://www.avito.ru/ob/telefony/samsung_1811312074,3 000    руб.,//05.img.avito.st/208x156/6230130505.jpg
,https://www.avito.ru/nadym/planshety_i_elektronnye_knigi/samsung_1685645091,5 000    руб.,//85.img.avito.st/208x156/5055526685.jpg
,https://www.avito.ru/vyborg/telefony/samsung_1403665363,2 000    руб.,//67.img.avito.st/208x156/6112935567.jpg
,https://www.avito.ru/anzhero-sudzhensk/telefony/samsung_1414316324,17 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
